Outlet_Identifier,Item_Identifier,Item_Outlet_Sales
OUT017,NCZ53,3201.9304
OUT017,NCV54,2146.0251
OUT017,FDM46,1490.2242
OUT017,NCJ54,4543.557
OUT017,FDZ03,2508.6807
OUT017,FDU32,2005.1915
OUT017,DRL47,2039.6938
OUT017,DRI47,3027.9192
OUT017,DRN35,852.19366
OUT017,FDX28,1650.0712
OUT017,FDH22,1863.9154
OUT017,FDS22,822.85266
OUT017,FDK57,2054.5076
OUT017,FDR31,2525.2534
OUT017,NCX18,3827.079
OUT017,FDO56,1726.9237
OUT017,FDG04,3076.3032
OUT017,FDP49,851.1605
OUT017,FDQ04,539.73175
OUT017,FDC56,2366.3098
OUT017,NCD42,666.4919
OUT017,FDW47,2239.9465
OUT017,FDH41,2630.071
OUT017,FDQ56,1456.8716
OUT017,FDU08,1358.2919
OUT017,FDF50,3378.317
OUT017,FDZ49,3981.546
OUT017,FDH47,1553.5953
OUT017,NCE18,5660.972
OUT017,NCB30,2868.655
OUT017,NCL19,2288.911
OUT017,FDR09,4622.788
OUT017,FDB16,1513.832
OUT017,FDM16,1132.0171
OUT017,FDL21,635.86163
OUT017,FDV56,1850.7566
OUT017,FDR16,6027.6733
OUT017,FDA07,1950.8207
OUT017,NCW18,3499.3916
OUT017,FDC32,1240.8087
OUT017,FDS03,1090.1028
OUT017,FDQ15,1338.1438
OUT017,FDC26,2042.5392
OUT017,FDW32,1297.3497
OUT017,FDD46,2062.3716
OUT017,FDB41,816.07904
OUT017,NCS05,2426.0435
OUT017,DRL23,1812.1166
OUT017,FDE45,3427.849
OUT017,FDI09,5365.213
OUT017,FDO24,2516.6829
OUT017,FDP04,901.9794
OUT017,NCG07,2771.4006
OUT017,NCW05,2563.3062
OUT017,FDU37,1440.0385
OUT017,FDV37,2707.5034
OUT017,NCL06,3632.5735
OUT017,FDZ07,1057.1202
OUT017,FDL24,2899.252
OUT017,FDD47,3019.9248
OUT017,FDA14,2571.0562
OUT017,NCU05,1219.8698
OUT017,DRH13,1462.5402
OUT017,FDG10,702.54614
OUT017,NCU41,3135.5513
OUT017,NCK31,938.277
OUT017,FDD51,660.1617
OUT017,FDJ32,1011.35486
OUT017,FDX46,759.65015
OUT017,FDH45,679.773
OUT017,DRH03,1454.4282
OUT017,FDE26,3093.4102
OUT017,NCK30,3966.8342
OUT017,FDY55,4056.0186
OUT017,FDR57,1857.7532
OUT017,FDX15,2830.025
OUT017,DRH49,1308.5513
OUT017,FDP07,2785.6868
OUT017,FDZ32,1404.4337
OUT017,FDU56,3830.483
OUT017,FDV34,1223.0658
OUT017,FDN52,1399.357
OUT017,FDE04,3104.0754
OUT017,FDI21,1150.3306
OUT017,FDT27,3235.4788
OUT017,FDD33,4198.177
OUT017,FDU31,3614.827
OUT017,FDK58,1821.6373
OUT017,FDO01,1595.5044
OUT017,DRK11,1881.7771
OUT017,FDU43,2927.1445
OUT017,FDB27,3330.3582
OUT017,FDL12,498.00668
OUT017,FDE09,1563.6986
OUT017,FDU16,1332.9897
OUT017,FDW15,2787.9907
OUT017,NCG30,1803.646
OUT017,FDQ32,2166.697
OUT017,NCV30,979.0986
OUT017,FDU33,741.72015
OUT017,FDN58,3605.9915
OUT017,FDA52,2643.132
OUT017,FDE29,1297.2509
OUT017,NCM41,1535.8578
OUT017,NCQ02,4400.398
OUT017,NCR53,4407.0728
OUT017,FDD36,1930.9154
OUT017,FDL56,1608.577
OUT017,FDG52,630.9245
OUT017,FDC37,1668.9073
OUT017,FDJ50,655.1306
OUT017,FDV13,1893.5452
OUT017,DRL60,2583.896
OUT017,FDW03,1911.9349
OUT017,FDY48,1677.4008
OUT017,DRF03,719.0883
OUT017,FDA37,2111.7913
OUT017,NCX53,2710.491
OUT017,FDX39,4350.1084
OUT017,FDZ45,3995.7068
OUT017,DRG36,3138.6445
OUT017,FDE39,2284.5593
OUT017,FDI04,3403.5737
OUT017,DRP35,1800.9214
OUT017,FDZ23,3069.8086
OUT017,FDO11,4650.659
OUT017,FDX09,3391.9358
OUT017,NCE42,2786.121
OUT017,FDN27,1763.2063
OUT017,FDL28,3779.1946
OUT017,NCC19,3205.8865
OUT017,NCY42,2717.8792
OUT017,FDN50,1826.962
OUT017,FDI16,765.382
OUT017,FDQ25,2848.1465
OUT017,DRI11,1940.7026
OUT017,FDN25,806.78326
OUT017,FDQ13,1453.6703
OUT017,DRD15,4054.946
OUT017,FDO36,3392.499
OUT017,NCS18,2455.0264
OUT017,FDD16,1485.1033
OUT017,FDT16,5227.024
OUT017,DRG25,3282.1133
OUT017,FDV59,4206.9854
OUT017,FDP51,2205.4292
OUT017,FDZ12,3515.651
OUT017,NCB07,2721.1458
OUT017,DRM11,5474.3047
OUT017,NCS41,3282.8184
OUT017,FDC02,6981.966
OUT017,FDP44,1669.567
OUT017,FDA38,2555.7593
OUT017,NCE30,2640.2883
OUT017,FDG46,2337.9443
OUT017,FDT24,989.21155
OUT017,DRJ01,2009.8867
OUT017,NCM19,1777.9287
OUT017,FDW23,549.04877
OUT017,FDT14,2350.3035
OUT017,FDN09,4089.546
OUT017,FDC33,3119.8833
OUT017,FDL27,1511.4702
OUT017,FDN48,1739.5492
OUT017,FDP34,2767.3154
OUT017,FDO57,3334.7368
OUT017,FDP40,1926.3381
OUT017,FDH21,2139.99
OUT017,FDF08,1560.4852
OUT017,FDO49,616.69104
OUT017,FDX24,1656.9312
OUT017,FDM34,2233.129
OUT017,FDL44,2846.4358
OUT017,NCZ29,2357.4045
OUT017,FDD52,1319.5302
OUT017,DRG39,877.0466
OUT017,FDX56,5167.7935
OUT017,FDO39,3934.335
OUT017,FDY14,4421.1416
OUT017,DRD25,2213.8018
OUT017,FDQ11,4935.7725
OUT017,NCF06,3323.5972
OUT017,DRH11,843.4717
OUT017,FDC35,4028.2522
OUT017,FDC45,3383.8472
OUT017,FDJ46,3055.7725
OUT017,FDH05,4757.4526
OUT017,NCB55,922.52026
OUT017,FDB12,1647.152
OUT017,FDI20,3883.6733
OUT017,FDF53,3390.2263
OUT017,FDW25,1236.4535
OUT017,FDN15,2187.768
OUT017,FDO28,1795.8091
OUT017,FDJ03,676.5897
OUT017,FDN32,3387.05
OUT017,FDF33,1567.7325
OUT017,FDW01,2687.1282
OUT017,NCG43,1852.0695
OUT017,NCF55,453.65698
OUT017,FDC34,3536.3293
OUT017,FDX38,736.21063
OUT017,FDD22,1694.7412
OUT017,FDL09,2357.975
OUT017,FDB52,3008.3062
OUT017,FDR49,745.4718
OUT017,DRI49,1441.5413
OUT017,FDB47,3778.4695
OUT017,FDZ01,2301.1768
OUT017,FDT26,1754.4424
OUT017,FDT23,1347.5868
OUT017,FDL33,2656.3625
OUT017,FDL40,1409.108
OUT017,NCN17,1564.4052
OUT017,FDY47,1638.4285
OUT017,DRF49,1914.2556
OUT017,DRE01,3754.3386
OUT017,FDY26,6281.8867
OUT017,FDD48,2083.1316
OUT017,FDA49,1535.4022
OUT017,FDE11,3394.169
OUT017,NCK19,3095.8608
OUT017,DRF36,3384.1174
OUT017,NCU54,3873.6365
OUT017,NCI31,649.5166
OUT017,FDI28,1369.5232
OUT017,FDB37,5873.83
OUT017,FDF38,911.33923
OUT017,FDO27,1417.0114
OUT017,FDH56,1959.8414
OUT017,NCV18,2132.8828
OUT017,FDM38,800.20544
OUT017,FDQ45,3321.0403
OUT017,NCG06,2276.9355
OUT017,FDH46,1772.4905
OUT017,DRF51,673.71295
OUT017,FDY21,3785.1104
OUT017,FDB10,3355.6494
OUT017,FDD20,2111.0205
OUT017,FDW20,2067.205
OUT017,FDA48,3729.65
OUT017,FDN23,2360.6133
OUT017,FDC11,1569.0381
OUT017,FDL14,2389.0889
OUT017,FDX03,790.25714
OUT017,FDN21,2384.021
OUT017,FDG60,5003.195
OUT017,FDC38,2272.4006
OUT017,FDM39,2789.4805
OUT017,FDF44,2507.1218
OUT017,NCU53,1903.882
OUT017,FDD23,2930.9956
OUT017,FDV08,549.23285
OUT017,FDM22,1002.32104
OUT017,FDC04,3460.5493
OUT017,FDR40,1479.8616
OUT017,FDJ04,1336.1204
OUT017,FDR43,475.42816
OUT017,FDW22,3336.3787
OUT017,NCZ54,2598.1003
OUT017,NCT41,2793.5386
OUT017,FDL15,2581.682
OUT017,NCI42,3659.9727
OUT017,NCN42,2827.4285
OUT017,FDB03,4334.8496
OUT017,FDU40,2565.589
OUT017,FDZ56,2921.407
OUT017,FDV55,2260.1345
OUT017,FDB22,2632.7664
OUT017,FDD02,2606.264
OUT017,FDP15,4185.427
OUT017,DRE27,1442.0244
OUT017,FDU49,1968.5673
OUT017,NCH30,1733.095
OUT017,FDY39,3357.967
OUT017,FDQ14,2362.2244
OUT017,DRG48,2222.9802
OUT017,NCE06,1738.4778
OUT017,FDT50,1640.7587
OUT017,FDN33,1473.9053
OUT017,FDT47,1629.0289
OUT017,FDL02,2251.8418
OUT017,FDR37,3615.5872
OUT017,FDY16,4267.102
OUT017,FDW60,3131.746
OUT017,DRF25,770.6908
OUT017,FDA45,5205.7876
OUT017,FDU55,4940.6772
OUT017,FDI60,1085.5304
OUT017,FDZ10,2288.9949
OUT017,DRH59,1174.3658
OUT017,FDR32,3648.827
OUT017,DRJ59,667.1955
OUT017,NCP02,798.14636
OUT017,NCI55,2331.382
OUT017,FDU57,2330.077
OUT017,FDY35,872.68744
OUT017,NCC55,527.83936
OUT017,NCM05,5605.4883
OUT017,FDU07,2866.2888
OUT017,FDW28,3196.5115
OUT017,FDP46,1762.0382
OUT017,FDQ09,2026.7311
OUT017,FDP13,676.07556
OUT017,FDH31,1557.9843
OUT017,DRH51,1425.0258
OUT017,DRC25,1285.6182
OUT017,FDR11,2865.0283
OUT017,DRL11,2866.5986
OUT017,FDQ39,3431.3076
OUT017,NCM43,2579.02
OUT017,FDB40,2781.1338
OUT017,FDX13,6675.985
OUT017,FDU35,1598.4944
OUT017,FDU12,4831.833
OUT017,FDK24,891.2398
OUT017,NCC31,2590.2217
OUT017,FDA21,3856.117
OUT017,FDD45,1537.1897
OUT017,NCP17,1138.3688
OUT017,FDX22,3753.5906
OUT017,NCZ05,1635.2699
OUT017,FDX11,2786.4436
OUT017,DRE37,2731.235
OUT017,FDY43,2774.0073
OUT017,FDE21,1968.0072
OUT017,NCJ18,1954.1309
OUT017,FDX01,2036.6075
OUT017,NCX41,4777.9
OUT017,FDH32,1713.5983
OUT017,FDK16,1744.7065
OUT017,FDX34,2634.8284
OUT017,FDO51,630.297
OUT017,FDZ59,2489.3667
OUT017,FDX16,2411.77
OUT017,NCR50,2504.7495
OUT017,DRM47,3821.1382
OUT017,FDO48,3402.4392
OUT017,FDY44,3066.8884
OUT017,FDQ31,1540.9149
OUT017,NCC30,2928.9333
OUT017,FDF39,3646.0374
OUT017,FDA57,722.0557
OUT017,FDT56,957.9207
OUT017,NCG19,3479.1296
OUT017,FDB38,3282.6484
OUT017,FDM28,2513.4128
OUT017,DRF48,1772.106
OUT017,FDA16,4281.3174
OUT017,FDU09,1083.762
OUT017,FDP27,3547.3828
OUT017,NCN26,2047.6194
OUT017,FDK22,3053.9475
OUT017,FDO03,4975.375
OUT017,FDJ26,4875.665
OUT010,NCN55,516.4106
OUT010,FDA46,707.84705
OUT010,FDX22,-3.806749
OUT010,FDD48,538.4106
OUT010,FDY19,242.76227
OUT010,FDP23,-37.611347
OUT010,FDR14,37.804043
OUT010,FDB03,200.85158
OUT010,FDB33,578.8562
OUT010,FDO38,126.96728
OUT010,FDY59,125.149704
OUT010,DRF48,-199.66441
OUT010,NCI06,576.343
OUT010,FDZ48,72.52498
OUT010,FDK26,619.53503
OUT010,NCP14,464.52908
OUT010,FDM60,29.714008
OUT010,NCM53,309.16992
OUT010,FDA22,656.3367
OUT010,FDD08,283.95782
OUT010,FDJ10,-28.619192
OUT010,FDW21,291.52463
OUT010,FDH52,36.322487
OUT010,FDX09,227.89671
OUT010,FDR31,514.80096
OUT010,NCI30,801.1298
OUT010,FDD32,202.42871
OUT010,FDN45,95.45234
OUT010,FDQ12,-74.103966
OUT010,NCO30,765.983
OUT010,NCU18,277.32913
OUT010,FDE45,-25.055578
OUT010,FDO15,173.9754
OUT010,FDY31,613.9784
OUT010,FDW03,615.3194
OUT010,FDH28,42.517506
OUT010,FDQ11,662.1728
OUT010,FDL09,317.2223
OUT010,FDO46,86.148026
OUT010,FDC28,68.05466
OUT010,FDP07,436.50763
OUT010,FDO45,259.6554
OUT010,FDW33,249.73537
OUT010,FDB10,-103.91405
OUT010,FDR28,180.5558
OUT010,FDQ49,847.4747
OUT010,FDW45,266.54047
OUT010,FDD09,478.97195
OUT010,FDS33,49.914726
OUT010,FDB35,242.35689
OUT010,FDU21,131.86603
OUT010,NCY05,2.2907257
OUT010,FDV52,-90.98656
OUT010,NCQ29,777.90295
OUT010,DRF15,323.10782
OUT010,FDT20,87.02306
OUT010,NCE42,678.10767
OUT010,FDP09,642.0496
OUT010,NCK17,136.97745
OUT010,FDU45,528.41534
OUT010,DRH11,132.1849
OUT010,DRK47,456.9967
OUT010,DRE48,861.0718
OUT010,DRL37,140.70088
OUT010,NCF19,109.58245
OUT010,FDR45,-63.70485
OUT010,DRC01,-83.96838
OUT010,NCM54,210.9736
OUT010,FDJ33,369.0948
OUT010,NCU29,107.179214
OUT010,FDH46,295.91095
OUT010,FDO09,836.6452
OUT010,FDB38,719.04706
OUT010,FDP08,674.9127
OUT010,DRK49,53.017105
OUT010,NCL17,706.67365
OUT010,FDT50,164.95244
OUT010,NCO26,918.0177
OUT010,NCA17,587.08704
OUT010,FDA56,138.3711
OUT010,FDR16,907.77527
OUT010,FDA38,-503.12997
OUT010,FDT01,-462.98685
OUT010,NCM42,399.4199
OUT010,FDO48,-131.9559
OUT010,FDC20,126.45472
OUT010,FDS01,-181.45169
OUT010,FDP48,325.4025
OUT010,FDN48,402.4267
OUT010,FDH16,-33.10898
OUT010,FDU31,342.93875
OUT010,NCW41,741.28723
OUT010,FDX13,1160.4003
OUT010,FDR56,372.9472
OUT010,DRC36,116.42531
OUT010,FDT19,689.9359
OUT010,NCQ02,441.9622
OUT010,FDK34,-586.1954
OUT010,NCQ42,18.556564
OUT010,FDO51,697.2173
OUT010,FDD33,870.70105
OUT010,FDP13,259.20993
OUT010,DRK39,247.8446
OUT010,FDF28,112.3288
OUT010,FDH08,497.85925
OUT010,FDN52,131.26363
OUT010,FDS08,300.84775
OUT010,FDF41,901.85443
OUT010,FDJ50,163.08669
OUT010,DRF51,93.338776
OUT010,FDJ26,-832.4679
OUT010,FDN56,597.497
OUT010,FDZ39,153.61523
OUT010,NCO43,521.01324
OUT010,DRH49,83.44249
OUT010,FDT49,305.73587
OUT010,FDA31,669.52576
OUT010,FDM20,-103.88654
OUT010,FDW11,284.45154
OUT010,FDV12,184.24164
OUT010,FDE29,201.03995
OUT010,FDN38,807.0012
OUT010,FDC56,475.70032
OUT010,DRH23,237.04512
OUT010,FDG60,0.38659334
OUT010,FDL16,81.245575
OUT010,DRH39,364.11993
OUT010,FDT08,426.0807
OUT010,NCS29,1116.7892
OUT010,FDR12,99.741615
OUT010,NCX06,472.36066
OUT010,FDE02,312.73715
OUT010,FDC33,-269.50613
OUT010,FDC37,-108.42148
OUT010,FDE36,199.72089
OUT010,FDE47,-174.76758
OUT010,FDV27,192.84488
OUT010,FDZ50,503.22968
OUT010,FDE21,64.97624
OUT010,FDZ13,216.82585
OUT010,FDQ28,320.85468
OUT010,FDR33,273.18695
OUT010,FDM24,326.5206
OUT010,FDK48,386.61996
OUT010,NCV54,63.360577
OUT010,FDB04,338.60782
OUT010,NCB43,553.65356
OUT010,FDW34,158.49591
OUT010,FDQ20,266.90448
OUT010,FDT16,391.88544
OUT010,FDP33,636.3214
OUT010,FDQ52,1798.753
OUT010,FDL39,132.15456
OUT010,FDU11,-34.92372
OUT010,FDI27,71.194534
OUT010,FDX47,80.85783
OUT010,FDH32,-92.346886
OUT010,DRK13,478.41913
OUT010,FDZ19,515.6465
OUT010,FDI28,185.88438
OUT010,FDA13,75.248604
OUT010,NCJ06,488.5567
OUT010,FDM46,342.8819
OUT010,NCU30,89.43983
OUT010,FDM40,601.677
OUT010,FDX59,-111.98926
OUT010,FDP21,217.70941
OUT010,NCN42,640.2951
OUT010,DRZ24,314.8583
OUT010,NCW05,858.29364
OUT010,NCT53,571.88477
OUT010,FDN32,241.2187
OUT010,FDA52,6.873583
OUT010,FDQ33,124.69441
OUT010,NCQ18,252.21104
OUT010,NCJ54,884.21466
OUT010,FDS47,234.83022
OUT010,FDH02,338.49942
OUT010,FDR11,610.3735
OUT010,NCW29,310.29178
OUT010,FDZ56,281.4557
OUT010,NCL19,485.937
OUT010,FDY22,603.6405
OUT010,FDA02,109.05428
OUT010,FDW39,927.5072
OUT010,FDX28,222.47069
OUT010,FDL15,487.15833
OUT010,FDF44,431.54086
OUT010,NCS38,149.388
OUT010,FDD40,1037.6194
OUT010,FDJ32,222.60077
OUT010,FDJ02,587.0047
OUT010,FDT31,246.13034
OUT010,FDB20,-31.230936
OUT010,FDW14,218.84569
OUT010,FDL27,231.77126
OUT010,FDF02,200.17686
OUT010,FDV19,470.8104
OUT010,FDL12,150.09451
OUT010,FDY37,409.37634
OUT010,NCC42,-31.399956
OUT010,FDD58,105.70844
OUT010,FDT59,-150.34274
OUT010,NCX30,1677.7031
OUT010,FDT27,404.51968
OUT010,FDU28,723.3596
OUT010,FDC51,282.80453
OUT010,FDW16,369.82425
OUT010,FDP32,489.35547
OUT010,FDX36,379.43314
OUT010,FDJ60,704.09595
OUT010,FDK33,522.0257
OUT010,FDA09,-22.27964
OUT010,FDY58,985.0865
OUT010,FDY36,128.15497
OUT010,NCJ31,697.77966
OUT010,DRL11,616.59625
OUT010,FDF29,450.179
OUT010,DRM48,121.99574
OUT010,FDI04,509.97192
OUT010,FDL03,247.4091
OUT010,FDW49,622.46216
OUT010,DRO35,569.2608
OUT010,NCG42,154.86795
OUT010,FDR19,146.3557
OUT010,NCM19,166.94861
OUT010,DRG23,267.72046
OUT010,NCM31,380.06442
OUT010,FDD45,254.0663
OUT010,FDI41,436.9947
OUT010,FDH04,225.49323
OUT010,FDI53,81.888565
OUT010,FDB09,337.17432
OUT010,FDX35,436.95532
OUT010,FDB11,702.42847
OUT010,FDD22,68.785774
OUT010,FDW01,246.66428
OUT010,FDC03,266.15195
OUT010,NCO18,1016.8813
OUT010,FDA26,199.60875
OUT010,FDF59,11.864889
OUT010,FDT14,436.12512
OUT010,FDX08,92.93793
OUT010,FDP10,106.05324
OUT010,DRJ47,215.7866
OUT010,FDN20,570.03625
OUT010,FDD05,370.33496
OUT010,NCD30,215.64644
OUT010,FDZ47,-8.060257
OUT010,FDC32,162.16165
OUT010,NCC06,214.7658
OUT010,FDG28,600.2619
OUT010,DRF01,442.87955
OUT010,FDJ12,326.2245
OUT010,FDV23,304.8165
OUT010,FDR58,269.97986
OUT010,FDJ53,177.58896
OUT010,FDW25,213.97232
OUT010,NCM17,330.21204
OUT010,FDS25,250.29816
OUT010,NCQ43,-36.83489
OUT010,FDM22,257.0474
OUT010,NCY29,184.87926
OUT010,FDH31,165.3952
OUT010,FDG56,261.56064
OUT010,FDN50,333.47403
OUT010,FDQ03,727.7867
OUT010,FDS60,399.26364
OUT010,FDP37,488.47253
OUT010,FDU13,391.6772
OUT010,FDL26,245.63809
OUT010,NCT18,684.5546
OUT010,DRH37,79.16207
OUT010,FDB59,-369.15863
OUT010,FDN21,509.29312
OUT010,FDY52,11.130224
OUT010,FDU20,418.9438
OUT010,FDY45,479.12198
OUT010,FDT09,361.44626
OUT010,FDC57,691.36487
OUT010,FDZ57,256.11264
OUT010,FDF09,-102.59865
OUT010,DRG37,367.01474
OUT010,FDT47,366.6006
OUT010,DRE15,350.81247
OUT010,NCU41,373.49817
OUT010,NCF43,442.652
OUT010,FDT25,80.4515
OUT010,FDH05,232.5395
OUT010,FDH20,562.59973
OUT010,FDF39,1193.7152
OUT010,NCS41,605.4778
OUT010,FDB23,565.12476
OUT010,DRM11,204.8192
OUT010,FDT45,398.75598
OUT010,DRI03,14.150529
OUT010,FDV50,162.94254
OUT010,FDM56,230.97841
OUT010,FDV40,139.20567
OUT010,FDC22,949.5523
OUT010,FDH41,-188.59561
OUT010,FDS55,559.1075
OUT010,FDZ52,63.301365
OUT010,FDK41,128.93208
OUT010,FDV58,443.98288
OUT010,NCT54,108.26714
OUT010,DRJ39,1182.8834
OUT010,FDA40,260.42676
OUT010,FDU09,287.5397
OUT010,DRP47,757.9652
OUT010,DRG48,437.49783
OUT010,FDU52,205.51263
OUT010,FDO32,138.4038
OUT010,NCO05,344.4901
OUT010,NCE19,318.01807
OUT010,FDD51,-9.914217
OUT010,FDW15,442.84842
OUT010,NCC07,346.56403
OUT010,FDK36,20.032034
OUT010,FDO31,118.408394
OUT010,FDO36,339.62228
OUT010,FDD14,809.2516
OUT010,FDK57,661.2561
OUT010,DRE13,290.27493
OUT010,DRG13,475.66745
OUT010,DRD12,215.34927
OUT010,FDT37,861.9476
OUT010,NCV06,586.9611
OUT010,FDY28,737.4326
OUT010,FDH12,374.53223
OUT010,NCM18,167.5071
OUT010,NCY54,326.19855
OUT010,FDE23,73.44466
OUT010,FDV03,468.18365
OUT010,FDY14,1644.3276
OUT010,FDX24,164.07819
OUT010,FDB47,225.12808
OUT010,FDS39,124.074905
OUT010,FDV56,220.18666
OUT010,NCK31,-23.729929
OUT010,FDP57,82.476395
OUT010,FDZ40,187.6488
OUT010,FDU03,134.92209
OUT010,FDZ49,241.54367
OUT010,FDR15,313.50366
OUT010,FDO01,-110.328674
OUT010,FDZ36,-2.4727216
OUT010,FDN46,299.32574
OUT010,FDO20,-254.42082
OUT010,FDX19,382.6731
OUT010,FDB44,-32.184868
OUT010,FDN02,468.38727
OUT010,FDQ26,244.44086
OUT010,FDV10,178.70036
OUT010,FDI36,-0.4519601
OUT010,NCO54,84.47903
OUT010,FDX46,391.79175
OUT010,NCY06,440.36526
OUT010,FDT23,158.57182
OUT010,FDR13,106.94838
OUT010,FDO27,199.01958
OUT010,FDN31,-355.89923
OUT010,FDF11,118.977234
OUT010,DRJ25,110.90241
OUT010,FDT60,175.63512
OUT010,FDI15,3068.8958
OUT010,NCH43,221.75008
OUT010,FDA23,249.68753
OUT010,FDC10,25.646053
OUT010,FDC44,337.6988
OUT027,FDY38,6783.752
OUT027,FDC48,1902.381
OUT027,NCM42,3087.8
OUT027,FDU31,5055.5063
OUT027,FDR03,5236.117
OUT027,FDS49,2472.9023
OUT027,NCD43,1965.6215
OUT027,FDV44,5033.6406
OUT027,NCY42,3302.7964
OUT027,FDB35,2365.2668
OUT027,FDC37,2406.0903
OUT027,FDX02,5343.362
OUT027,FDQ16,3124.612
OUT027,NCC43,5927.381
OUT027,FDJ03,1319.5233
OUT027,FDE28,5968.502
OUT027,DRL23,2290.258
OUT027,FDS60,3862.0486
OUT027,FDZ36,4261.9736
OUT027,FDJ08,4714.4844
OUT027,NCD19,1370.2964
OUT027,FDS24,2277.8447
OUT027,FDS12,2756.7134
OUT027,FDR39,5403.885
OUT027,FDP12,849.32666
OUT027,DRF60,5724.722
OUT027,NCC31,3695.0508
OUT027,FDS46,3129.45
OUT027,FDI02,2998.229
OUT027,FDT52,6114.0586
OUT027,FDC52,3941.047
OUT027,FDC15,4007.9812
OUT027,FDG58,3581.8208
OUT027,NCX29,3812.6013
OUT027,DRH03,2365.3992
OUT027,FDG28,6536.6753
OUT027,FDO16,2324.184
OUT027,FDU07,3982.5261
OUT027,NCU53,4982.7783
OUT027,FDB33,4645.385
OUT027,FDP03,3363.7349
OUT027,NCB54,3462.5288
OUT027,DRH13,2596.7578
OUT027,FDF47,4734.712
OUT027,FDL15,4067.772
OUT027,FDZ46,2949.4944
OUT027,FDI40,2891.956
OUT027,FDD14,5251.6675
OUT027,FDH45,1142.4218
OUT027,FDM33,4762.9634
OUT027,NCM55,5191.179
OUT027,FDF45,1729.0144
OUT027,NCP43,4827.238
OUT027,FDY57,2902.565
OUT027,FDB09,3382.557
OUT027,NCT06,4251.0156
OUT027,FDS07,3516.797
OUT027,FDR16,3911.679
OUT027,FDQ03,5403.8047
OUT027,DRH23,1822.161
OUT027,FDP16,7540.5996
OUT027,DRF13,3324.4512
OUT027,DRJ49,3380.529
OUT027,FDR10,4265.5244
OUT027,FDM51,2577.703
OUT027,FDX48,3947.0342
OUT027,NCW05,1920.8352
OUT027,FDP20,3786.1152
OUT027,NCO26,3207.8074
OUT027,FDI52,2668.7947
OUT027,FDZ44,3293.2168
OUT027,DRI13,6445.791
OUT027,NCL41,1062.1256
OUT027,DRJ24,4858.3394
OUT027,NCR30,2373.287
OUT027,FDV31,5242.3945
OUT027,NCA29,4106.643
OUT027,NCS30,3407.445
OUT027,FDJ41,6275.2056
OUT027,NCL06,6143.6206
OUT027,FDY52,1720.5073
OUT027,NCN07,3455.0923
OUT027,FDU40,6186.9453
OUT027,FDV27,2365.07
OUT027,NCF30,3435.0505
OUT027,NCC54,6367.2617
OUT027,FDX08,4886.3413
OUT027,FDD34,3291.368
OUT027,FDJ50,1120.4103
OUT027,FDM44,2287.2856
OUT027,FDM09,4172.907
OUT027,FDQ21,3515.752
OUT027,NCK30,5080.4214
OUT027,FDM08,5679.1104
OUT027,NCL42,7589.1
OUT027,FDA21,5464.4883
OUT027,FDH58,2961.3506
OUT027,FDI45,4726.752
OUT027,FDF35,2192.47
OUT027,FDQ58,3650.7085
OUT027,FDA25,2508.8684
OUT027,FDF39,7832.948
OUT027,FDD58,2636.6306
OUT027,FDD32,2029.0834
OUT027,FDB15,6471.335
OUT027,NCA17,3475.417
OUT027,FDR26,4070.4907
OUT027,FDC03,5742.7866
OUT027,NCM41,2490.9917
OUT027,DRD37,1001.0509
OUT027,FDT28,3151.0266
OUT027,FDR28,4045.9744
OUT027,FDV34,1716.4312
OUT027,FDV19,4271.2344
OUT027,NCL18,4755.8257
OUT027,FDF17,5673.1035
OUT027,FDW35,1037.7539
OUT027,NCC42,3360.9312
OUT027,DRE60,7133.716
OUT027,NCQ30,2734.6182
OUT027,FDQ27,2568.1807
OUT027,FDT60,3428.424
OUT027,FDX35,5999.571
OUT027,NCZ29,3440.8364
OUT027,FDU48,3344.9326
OUT027,FDO21,4948.316
OUT027,FDT31,4880.5356
OUT027,FDC26,3358.461
OUT027,FDB11,4016.5093
OUT027,FDE14,2536.1445
OUT027,FDS19,2150.5564
OUT027,NCE18,6823.7627
OUT027,FDT43,1342.7107
OUT027,FDL14,4218.527
OUT027,FDS21,1702.7423
OUT027,FDF08,2543.273
OUT027,FDM38,1836.7839
OUT027,FDD56,4202.649
OUT027,NCS18,3190.124
OUT027,DRB24,4228.159
OUT027,FDT15,5221.3535
OUT027,NCP54,3298.6924
OUT027,FDT23,2253.293
OUT027,FDP51,3166.9648
OUT027,DRI49,1858.4521
OUT027,FDZ28,3263.4229
OUT027,DRD15,5609.5522
OUT027,FDG50,2398.5686
OUT027,DRG27,1119.6611
OUT027,FDC57,5456.3193
OUT027,NCT30,1628.6984
OUT027,NCR42,783.4898
OUT027,FDZ12,3241.4026
OUT027,FDY20,2543.8909
OUT027,FDJ12,4513.4556
OUT027,NCI30,5370.604
OUT027,FDD48,2967.4072
OUT027,FDD23,5561.204
OUT027,DRN35,1009.3942
OUT027,FDG57,1449.832
OUT027,FDN16,2455.2278
OUT027,FDJ09,1020.5055
OUT027,FDB29,2561.2483
OUT027,FDF14,3634.8936
OUT027,DRH59,2062.347
OUT027,FDU02,6666.223
OUT027,NCA53,1223.5917
OUT027,FDA40,2465.306
OUT027,NCQ29,6076.658
OUT027,NCO07,4044.3455
OUT027,NCU06,6191.334
OUT027,FDH56,3377.8228
OUT027,FDI58,3040.1248
